372;2408;Dunaújváros;FE;46.983;18.933;5267.000;48562;22831
373;2421;Nagyvenyim;FE;46.967;18.850;4368.000;4156;1469
374;2422;Mezőfalva;FE;46.933;18.767;8042.000;4908;1724
375;2423;Daruszentmiklós;FE;46.895;18.845;1912.000;1642;573
376;2424;Előszállás;FE;46.833;18.817;3998.000;2233;952
377;2425;Nagykarácsony;FE;46.867;18.783;3046.000;1433;589
378;2426;Baracs;FE;46.883;18.883;5518.000;3573;1294
379;2427;Baracs;FE;46.883;18.883;5518.000;3573;1294
380;2428;Kisapostag;FE;46.900;18.933;958.000;1448;508
381;2431;Perkáta;FE;47.050;18.800;7452.000;4047;1564
382;2432;Szabadegyháza;FE;47.067;18.683;4164.000;2216;788
383;2433;Sárosd;FE;47.050;18.650;4812.000;3397;1126
384;2434;Hantos;FE;47.000;18.700;3696.000;950;373
385;2435;Nagylók;FE;46.967;18.667;3244.000;1081;461
386;2440;Százhalombatta;PE;47.333;18.933;2806.000;18226;7187
387;2441;Százhalombatta;PE;47.333;18.933;2806.000;18226;7187
388;2442;Százhalombatta;PE;47.333;18.933;2806.000;18226;7187
389;2443;Százhalombatta;PE;47.333;18.933;2806.000;18226;7187
390;2444;Százhalombatta;PE;47.333;18.933;2806.000;18226;7187
391;2451;Ercsi;FE;47.250;18.900;6531.000;8426;3142
392;2453;Ercsi;FE;47.250;18.900;6531.000;8426;3142
393;2454;Iváncsa;FE;47.150;18.817;2517.000;2932;1009
394;2455;Beloiannisz;FE;47.167;18.833;454.000;1161;436
395;2456;Besnyő;FE;47.183;18.817;4464.000;1808;659
396;2457;Adony;FE;47.117;18.867;6105.000;3839;1458
397;2458;Kulcs;FE;47.050;18.917;1673.000;2503;792
398;2459;Rácalmás;FE;47.017;18.950;4064.000;4461;1417
